id,name,state,10-14,15-19,20-24,25-29,30-34,35-39,40-49,5-9,50-59,60-69,70-79,80+,latitude,longitude
516,Satna ,MADHYA PRADESH ,36,31,26,22,20,19,31,34,18,14,7,2,0.428938,1.411053
517,Sawai Madhopur ,RAJASTHAN ,37,32,28,23,20,18,29,34,18,13,6,2,0.454135,1.332670
518,Sehore ,MADHYA PRADESH ,24,21,18,15,13,12,20,23,11,8,5,2,0.405031,1.345392
519,Senapati ,MANIPUR ,18,18,16,13,10,8,14,16,9,4,1,0,0.442378,1.642614
520,Seoni ,MADHYA PRADESH ,17,16,14,12,11,11,18,16,11,7,3,1,0.385547,1.388422
521,Serchhip ,MIZORAM ,4,4,4,4,3,2,4,4,3,1,0,0,0.406542,1.620482
522,Shahdol ,MADHYA PRADESH ,20,16,16,13,12,11,19,18,11,8,3,1,0.406671,1.420064
523,Shahid Bhagat Singh Nagar  ,PUNJAB ,42,47,46,39,34,33,59,38,42,32,16,8,0.439165,1.414747
524,Shahjahanpur ,UTTAR PRADESH ,93,77,57,49,44,43,60,92,37,31,10,4,0.486573,1.394662
525,Shajapur ,MADHYA PRADESH ,28,24,21,18,17,16,25,28,15,12,6,3,0.408836,1.331271
526,Sheikhpura ,BIHAR ,125,82,70,66,61,56,81,138,52,46,18,6,0.438787,1.498249
527,Sheohar ,BIHAR ,251,159,137,131,123,114,162,280,107,110,38,11,0.462755,1.488651
528,Sheopur  ,MADHYA PRADESH ,13,10,9,8,7,6,9,13,5,4,1,0,0.448041,1.338587
529,Shimla ,HIMACHAL PRADESH ,14,14,16,14,13,12,21,12,14,8,4,1,0.542852,1.346896
530,Shimoga ,KARNATAKA ,19,19,19,18,15,16,28,16,18,12,5,2,0.243279,1.318830
531,Shivpuri ,MADHYA PRADESH ,21,17,15,13,11,10,15,21,10,7,3,1,0.443695,1.355311
532,Shrawasti ,UTTAR PRADESH ,86,62,54,52,46,42,60,99,38,30,13,5,0.480096,1.431252
533,Shupiyan ,JAMMU and KASHMIR ,101,100,85,69,58,53,82,94,53,34,17,7,0.588477,1.306102
534,Siddharthnagar ,UTTAR PRADESH ,119,92,67,60,52,49,71,132,50,48,18,7,0.475792,1.447018
535,Sidhi ,MADHYA PRADESH ,30,23,20,16,15,14,22,30,13,10,5,1,0.426022,1.429082
536,Sikar ,RAJASTHAN ,42,40,35,26,22,21,34,37,22,15,8,3,0.481726,1.311675
537,Simdega ,JHARKHAND ,19,15,12,11,10,10,17,18,11,9,3,0,0.394708,1.474779
538,Sindhudurg ,MAHARASHTRA ,14,14,12,11,11,12,22,11,16,14,8,2,0.283181,1.285576
539,Singrauli ,MADHYA PRADESH ,28,21,18,14,13,13,19,27,11,8,3,1,0.422279,1.442938
540,Sirmaur ,HIMACHAL PRADESH ,19,19,18,16,14,13,21,18,14,8,4,1,0.433475,1.420082
541,Sirohi ,RAJASTHAN ,25,21,17,14,13,13,21,25,13,8,3,1,0.434343,1.271636
542,Sirsa ,Hariyana ,31,33,30,26,22,21,34,27,20,17,7,3,0.515522,1.309628
543,Sitamarhi ,BIHAR ,200,127,111,105,99,90,132,222,86,75,25,8,0.464074,1.492421
544,Sitapur ,UTTAR PRADESH ,104,83,63,56,52,50,70,104,42,37,15,6,0.481302,1.407975
545,Sivaganga ,TAMIL NADU ,27,27,26,27,25,25,41,25,30,22,9,3,0.172012,1.369864
546,Sivasagar ,ASSAM ,43,41,40,40,34,34,54,41,32,20,8,3,0.471065,1.651603
547,Siwan ,BIHAR ,209,158,112,103,96,91,133,207,90,86,35,12,0.457737,1.472384
548,Solan ,HIMACHAL PRADESH ,27,27,31,28,25,24,35,26,22,13,6,3,0.539430,1.345695
549,Solapur ,MAHARASHTRA ,29,28,28,23,20,19,32,26,22,18,9,3,0.308269,1.325013
550,Sonbhadra ,UTTAR PRADESH ,35,27,22,20,18,17,25,36,15,11,5,2,0.430895,1.449737
551,Sonipat ,Hariyana ,70,73,70,60,49,46,73,65,48,36,16,8,0.506050,1.344356
552,Sonitpur ,ASSAM ,40,35,34,33,27,26,41,41,25,15,6,2,0.467433,1.613541
553,South ,Delhi,1102,1100,1166,1111,965,895,1318,1032,747,434,179,78,0.497934,1.348216
554,South Andaman ,ANDAMAN and NICOBAR ,7,7,9,10,8,7,12,7,7,3,1,0,0.205470,1.616570
555,South District ,SIKKIM ,22,21,21,18,15,13,20,19,13,8,4,1,0.497934,1.348216
556,South Garo Hills ,MEGHALAYA ,9,8,6,6,4,4,7,9,3,2,0,0,0.441512,1.581012
557,South Goa ,GOA ,25,26,29,29,27,27,44,25,31,22,9,3,0.263969,1.293609
558,South Tripura  ,TRIPURA ,29,27,28,26,21,21,33,27,21,12,6,3,0.408447,1.598979
559,South Twenty Four Parganas ,WEST BENGAL ,84,84,82,75,61,60,93,79,59,38,17,8,0.386358,1.545602
560,South West ,Delhi,506,506,577,575,501,449,672,473,388,224,84,36,0.498833,1.343521
561,Sri Potti Sriramulu Nellore ,ANDHRA PRADESH ,20,23,21,20,17,17,28,18,19,14,5,1,0.252126,1.391786
562,Srikakulam ,ANDHRA PRADESH ,44,43,42,39,35,35,57,39,38,35,12,3,0.319344,1.464376
563,Srinagar ,JAMMU and KASHMIR ,56,59,61,61,51,49,76,54,46,29,14,5,0.594910,1.305510
564,Subarnapur ,ODISHA ,26,27,24,21,18,18,29,22,20,17,7,2,0.363711,1.464423
565,Sultanpur ,UTTAR PRADESH ,113,100,71,60,54,53,78,107,53,47,20,8,0.458178,1.432451
566,Sundargarh ,ODISHA ,22,20,20,18,16,16,26,21,16,10,4,1,0.386087,1.466782
567,Supaul ,BIHAR ,125,72,67,69,63,57,82,141,53,41,14,5,0.455883,1.511424
568,Surat ,GUJARAT ,117,128,157,147,123,104,153,117,86,45,18,8,0.369784,1.271465
569,Surendranagar ,GUJARAT ,18,17,15,13,12,11,18,17,12,8,4,1,0.396702,1.250366
570,Surguja ,CHHATTISGARH ,17,14,13,11,10,9,15,18,10,7,3,1,0.409237,1.452191
571,Tamenglong  ,MANIPUR ,3,3,3,3,2,2,3,3,1,1,0,0,0.436619,1.631629
572,Tapi ,GUJARAT ,24,23,23,21,19,19,35,21,23,14,5,1,0.367370,1.281148
573,Tarn Taran ,PUNJAB ,48,51,44,37,32,32,52,44,32,27,12,6,0.549023,1.307806
574,Tawang ,ARUNACHAL PRADESH ,2,2,2,2,2,1,2,2,1,0,0,0,0.481260,1.604383
575,Tehri Garhwal ,UTTARAKHAND ,20,18,14,12,10,10,17,18,12,10,5,1,0.530224,1.369498
576,Thane ,MAHARASHTRA ,104,102,120,121,103,93,141,102,88,49,19,7,0.335051,1.273698
577,Thanjavur ,TAMIL NADU ,62,63,60,60,54,55,99,54,70,47,21,7,0.187861,1.380983
578,The Dangs ,GUJARAT ,16,11,11,9,8,7,13,17,9,4,1,0,0.362955,1.285882
579,The Nilgiris ,TAMIL NADU ,25,23,24,24,23,23,43,20,30,18,7,2,0.199869,1.338323
580,Theni   ,TAMIL NADU ,39,38,37,39,33,35,60,32,41,29,12,4,0.175095,1.352387
581,Thiruvallur ,TAMIL NADU ,90,91,103,111,97,95,147,84,96,59,24,8,0.229175,1.394816
582,Thiruvananthapuram ,KERALA ,120,116,121,118,112,117,222,103,178,117,56,22,0.148134,1.343081
583,Thiruvarur ,TAMIL NADU ,48,50,49,48,42,44,78,41,54,36,16,5,0.187999,1.389772
584,Thoothukkudi ,TAMIL NADU ,32,32,31,32,28,27,48,30,34,25,12,4,0.153750,1.363757
585,Thoubal ,MANIPUR ,93,76,74,74,62,57,88,91,60,35,16,7,0.430028,1.640546
586,Thrissur ,KERALA ,82,79,79,74,71,80,156,74,120,79,43,18,0.183686,1.330650
587,Tikamgarh ,MADHYA PRADESH ,35,28,25,22,20,18,28,35,17,13,6,2,0.432077,1.375847
588,Tinsukia ,ASSAM ,38,35,34,32,27,25,40,37,23,14,5,2,0.479773,1.664157
589,Tirap ,ARUNACHAL PRADESH ,6,4,3,3,2,2,4,6,3,1,0,0,0.470409,1.665692
590,Tiruchirappalli ,TAMIL NADU ,51,52,52,53,46,46,83,46,60,41,18,6,0.188466,1.373434
591,Tirunelveli  ,TAMIL NADU ,40,40,39,40,35,34,60,37,44,31,15,5,0.151985,1.356846
592,Tiruppur ,TAMIL NADU ,36,37,40,45,41,42,69,33,46,31,14,5,0.194192,1.349708
593,Tiruvannamalai ,TAMIL NADU ,34,36,37,37,30,30,49,32,35,25,12,4,0.213579,1.379819
594,Tonk ,RAJASTHAN ,24,22,19,15,13,12,20,21,13,9,4,1,0.456659,1.322771
595,Tuensang ,NAGALAND ,10,8,7,5,5,4,6,10,3,2,0,0,0.458011,1.654829
596,Tumkur ,KARNATAKA ,22,23,23,22,18,19,33,18,23,18,8,3,0.232699,1.345794
597,Udaipur ,RAJASTHAN ,29,25,22,20,18,17,27,31,17,12,6,2,0.429211,1.286483
598,Udalguri ,ASSAM ,46,41,39,38,31,31,47,45,28,16,7,2,0.466774,1.607428
599,Udham Singh Nagar ,UTTARAKHAND ,79,79,66,52,45,43,65,71,38,28,10,5,0.505389,1.389840
600,Udhampur ,JAMMU and KASHMIR ,23,20,20,19,16,14,21,23,13,8,4,1,0.574693,1.311392
601,Udupi ,KARNATAKA ,25,28,31,29,25,25,44,21,33,25,12,5,0.232873,1.304587
602,Ujjain ,MADHYA PRADESH ,35,31,30,26,24,22,36,34,23,16,8,3,0.404534,1.322828
603,Ukhrul ,MANIPUR ,4,4,4,3,2,2,4,4,2,1,0,0,0.438419,1.646965
604,Umaria ,MADHYA PRADESH ,19,15,14,12,11,10,17,19,9,6,2,0,0.410608,1.410886
605,Una ,HIMACHAL PRADESH ,31,32,30,27,25,25,41,29,29,20,11,6,0.363414,1.239890
606,Unnao ,UTTAR PRADESH ,86,80,59,46,43,44,67,79,41,36,14,6,0.463081,1.404664
607,Upper Siang ,ARUNACHAL PRADESH ,0,0,0,0,0,0,0,0,0,0,0,0,0.503631,1.657685
608,Upper Subansiri ,ARUNACHAL PRADESH ,1,1,1,0,0,0,1,1,0,0,0,0,0.492153,1.642771
609,Uttar Dinajpur ,WEST BENGAL ,126,99,83,71,61,62,100,124,62,39,14,5,0.447535,1.539598
610,Uttara Kannada ,KARNATAKA ,12,12,13,12,10,10,18,10,13,8,3,1,0.258162,1.303756
611,Uttarkashi ,UTTARAKHAND ,5,4,3,3,2,2,4,4,2,2,0,0,0.536307,1.369062
612,Vadodara ,GUJARAT ,52,48,49,47,44,41,71,49,50,30,12,4,0.389375,1.277118
613,Vaishali ,BIHAR ,223,153,138,127,117,105,150,225,97,90,36,14,0.445438,1.483390
614,Valsad ,GUJARAT ,55,50,53,49,46,44,70,53,44,26,11,4,0.359670,1.272787
615,Varanasi ,UTTAR PRADESH ,295,279,225,186,164,155,237,274,156,116,51,22,0.441222,1.447620
616,Vellore ,TAMIL NADU ,57,61,62,59,50,50,82,52,56,38,17,6,0.225195,1.381074
617,Vidisha ,MADHYA PRADESH ,24,19,17,15,14,12,18,25,11,9,4,2,0.410510,1.358130
618,Viluppuram ,TAMIL NADU ,44,44,45,45,36,36,58,41,40,28,13,4,0.208508,1.387466
619,Virudhunagar ,TAMIL NADU ,40,40,40,41,36,36,62,36,41,30,13,4,0.167328,1.360689
620,Visakhapatnam ,ANDHRA PRADESH ,36,34,36,36,31,31,49,32,30,23,7,2,0.308567,1.452099
621,Vizianagaram ,ANDHRA PRADESH ,33,32,31,30,27,28,46,30,31,27,8,2,0.316168,1.455815
622,Warangal ,ANDHRA PRADESH ,29,27,25,24,20,21,31,22,21,19,8,3,0.314073,1.388655
623,Wardha ,MAHARASHTRA ,18,18,19,17,16,15,26,15,17,14,7,2,0.362222,1.371886
624,Washim ,MAHARASHTRA ,26,24,22,20,17,17,26,23,17,15,7,2,0.350970,1.346312
625,Wayanad ,KERALA ,36,30,31,32,30,31,53,32,37,22,9,4,0.203964,1.328073
626,West ,Delhi,1810,1835,1978,1925,1679,1555,2399,1689,1529,1024,430,160,0.500045,1.345020
627,West District ,SIKKIM ,14,13,12,11,8,7,11,12,8,5,2,0,0.477218,1.539052
628,West Garo Hills ,MEGHALAYA ,22,19,16,14,10,10,17,22,10,5,2,0,0.447685,1.574520
629,West Godavari ,ANDHRA PRADESH ,45,48,50,46,39,40,65,39,41,36,15,4,0.291726,1.415394
630,West Kameng ,ARUNACHAL PRADESH ,1,1,1,1,0,0,1,1,0,0,0,0,0.476988,1.612729
631,West Khasi Hills ,MEGHALAYA ,10,7,6,5,4,3,5,10,3,1,0,0,0.447685,1.574520
632,West Siang ,ARUNACHAL PRADESH ,1,1,1,1,1,0,1,1,0,0,0,0,0.492505,1.651837
633,West Tripura  ,TRIPURA ,51,55,58,55,46,45,74,47,47,27,13,6,0.415746,1.595445
634,Wokha ,NAGALAND ,12,13,11,9,7,6,10,10,6,3,1,0,0.455498,1.645087
635,Yadgir ,KARNATAKA ,26,23,19,17,14,14,21,27,14,11,4,1,0.292489,1.346370
636,Yamunanagar ,Hariyana ,67,72,71,61,51,48,79,61,50,38,16,7,0.526085,1.349057
637,Yanam ,PUDUCHERRY ,191,184,188,190,159,148,200,169,129,103,36,10,0.292027,1.434834
638,Yavatmal ,MAHARASHTRA ,21,20,19,17,15,14,23,17,15,12,5,1,0.355774,1.363412
639,YSR ,ANDHRA PRADESH ,17,17,17,16,14,14,22,17,15,12,4,1,0.298052,1.425330
640,Zunheboto ,NAGALAND ,14,13,11,9,8,6,10,13,6,4,1,0,0.453204,1.649627
